Energy(MeV),Theta(deg),Phi(deg)
0.0784005,97.211,13.9596
0,98.5334,168.789
0,65.899,18.7365
0.0500516,68.6894,-99.8621
1.46105,112.362,84.9252
0,104.943,8.81589
0.355123,97.2091,107.935
0,53.9523,144.868
0,105.352,55.6852
0,81.4699,22.2535
0.0430134,129.386,23.3355
155.977,58.0212,98.5987
0,119.411,21.7101
0,49.753,-173.637
0.356398,152.584,147.64
0,105.623,-113.918
0.258585,73.0737,-165.609
0,74.1649,40.0908
0.250158,134.941,-82.3427
1.7668,136.993,-128.004
0,86.7196,-168.346
0,65.8613,-150.685
0.183245,93.856,132.075
2.29485,73.0466,132.267
2.58419,157.925,109.093
0,78.8563,-172.933
0.113519,117.416,149.492
0,83.1465,-115.193
0.424471,114.058,-52.4425
0,97.805,-14.646
0.0789997,131.343,155.962
0,41.5419,92.077
0,75.4014,-24.6535
4.21776,159.922,-159.213
0,94.8351,-11.7944
0,70.961,-123.678
0.799216,163.934,16.8159
0,47.9979,-110.432
0.249218,144.511,131.255
0,123.32,140.367
0.480056,161.075,-114.388
12.9176,138.633,46.4231
0,46.8357,-115.808
0.039134,139.88,-6.2773
0.050358,103.912,141.844
0,20.1506,168.762
0.178628,128.52,38.4033
0,32.9292,-20.3059
0,107.455,150.473
0,110.063,-136.142
0,25.7296,-120.667
0.0436812,113.857,10.1925
0,43.3182,-88.3865
0.175257,161.546,-107.136
0,47.2113,-114.598
0,33.9321,-42.4094
0.192876,143.864,107.457
41.1815,120.991,-74.1433
0,34.7267,-25.9954
0,34.7062,104.052
0.231369,65.3548,3.87839
0,18.4955,-144.059
0,96.8375,-53.7888
0.187846,104.499,24.0003
0,59.3817,-71.9356
0.342395,64.604,-100.045
0,150.029,23.4197
0,67.9261,-141.447
0.0670985,140.553,-80.2021
0,45.2996,-112.072
0.126795,64.9907,-65.119
0.901172,23.1486,-105.516
2.2292,88.3197,-22.7606
0,62.4562,-161.282
0.0710501,67.7736,123.989
0,64.5837,158.666
0,73.4835,52.7467
0,117.607,-59.1583
0.139294,92.4132,53.4736
0,64.696,85.8542
0.242996,148.855,-107.419
0,77.1722,-143.773
0,109.066,54.7159
0,83.3782,91.7067
0,49.4784,15.1299
0.0918387,132.291,-9.14232
1.06461,162.875,55.068
1.4815,126.781,30.8889
0,135.872,130.585
55.2138,151.287,-157.707
0,36.7931,-166.304
0.119506,45.8731,-93.034
0.420144,67.1865,-87.6284
0,91.5614,26.1163
0,64.0966,20.2335
0,52.2779,6.02306
0,32.3491,13.1361
0,108.723,174.627
0.368091,77.9566,162.285
0,48.3259,136.79
0,38.0339,157.211
0,116.283,87.5886
0.184829,54.7965,-175.321
0,1.26425,170.756
1.21475,105.567,-159.424
1.31233,54.0886,-154.218
0,125.378,55.6398
0,110.392,100.532
0.0786114,60.8284,-153.125
1.92082,33.0023,-142.974
2.29979,125.407,-113.666
0,125.067,74.9097
0.828951,128.646,150.432
0,15.5696,70.1549
0,52.6601,64.1927
0.0332532,75.0677,100.465
0,99.1679,-12.2813
0.088103,109.381,-25.2145
1.08659,146.068,98.6104
0,170.727,-103.068
0.176874,86.0985,169.171
2.73638,86.5823,60.866
3.19638,115.576,64.4225
0,116.217,-73.3058
0.110168,84.6343,-41.9455
0.243745,101.89,-30.0149
0,46.6762,173.516
0,44.5889,136.185
0.0443889,103.591,20.881
180.433,48.1045,-101.226
0,17.1362,93.5017
0,24.3737,125.504
0.285094,100.628,166.449
0,128.697,-89.2089
0,137.689,-62.4446
0.0668919,113.343,-114.429
0,96.4908,55.8202
0.244026,37.7565,126.416
1.16118,119.927,25.7997
1.36227,120.73,-92.9716
0,29.0723,112.956
0.404138,82.2178,-144.307
4.20708,33.3243,161.256
0,20.0921,165.331
0,96.8,-69.325
0,52.5178,27.4075
0,120.043,-127.119
40.9641,67.8202,-80.3443
0,136.228,-115.811
0.100724,161.524,-7.11226
0,98.2222,160.096
0.267294,142.986,156.026
0,97.4171,-31.1182
0.654063,132.326,-104.76
0,47.6274,-124.577
0.124348,78.5129,-173.297
0,71.1678,163.852
0,99.1383,133.518
0.0527484,58.3314,79.9809
0,84.0153,107.934
0.05518,85.8929,-61.276
0,90.8187,-92.556
0,101.49,64.3065
0,80.5343,157.503
0.0504976,145.677,-135.671
0,21.3033,110.856
0,100.673,-149.969
0.669237,94.1215,-68.4902
11.2492,95.9846,79.4165
0,54.7728,-140.268
0.736044,118.729,-29.742
0,50.5061,91.4477
0.202025,95.2796,123.366
1.9287,111.508,-74.593
0,66.5416,42.5515
0,52.2835,-13.1704
2.22857,138.786,-103.712
2.83026,149.746,-11.595
65.631,94.5802,-66.7708
0.354401,97.8712,81.7255
0,103.222,176.694
1.00783,62.7455,-48.4183
1.23529,113.822,-63.1991
0,40.8325,-123.129
0,80.0153,-52.5746
0.0267348,137.034,-70.8663
0,74.8807,-32.1708
0.194986,59.359,121.468
0,58.8977,73.5349
0.0700972,106.161,58.429
2.35909,84.7922,135.014
0,54.9156,139.027
0,142.837,171.525
0.104324,19.9596,87.5986
3.47441,69.3713,124.299
0,127.746,-23.8769
0,113.246,105.816
0.187209,160.133,76.5071
0,25.4766,-70.1033
0.991887,45.337,9.30183
0,117.1,-96.1399
0,27.1636,-30.8376
0.114857,75.7571,-163.422
0,83.7686,-166.975
0,50.866,-15.0473
0.0228798,73.6792,-156.131
0,46.6355,82.1625
0,26.4592,101.714
0,53.9036,-99.7633
0,60.4275,-83.4541
0.0661656,127.75,171.481
0,121.781,-127.147
0,52.2728,-139.968
0,85.1872,154.546
0,81.3402,137.472
0,74.2709,-105.359
0.047504,147.116,49.4782
0,59.664,-95.5764
0,80.6553,-100.713
0,126.564,167.75
0.221984,92.4052,-80.4937
0,86.9474,-56.4919
0,88.7748,90.111
0,98.8819,-90.0019
0,105.204,5.02126
0,26.6558,-42.7793
0.0414605,168.089,-83.0531
0,37.79,-178.293
0,81.0612,-128.232
0,93.346,-47.7901
0,101.015,-160.478
0.0122431,94.5061,-118.296
0,76.6633,173.082
0.315315,148.012,-90.1458
3.00712,68.418,-64.8929
0,84.4688,63.7955
0,26.3301,-122.735
0.149515,88.9423,-17.9969
0,151.159,-100.197
0.745628,103.87,74.5521
1.17245,118.425,89.0087
1.3879,162.687,-138.081
0,89.7236,-148.803
0.128225,114.929,-90.1896
42.7553,164.474,-45.79
0,16.5911,-156.59
0.485558,76.8663,159.97
0,134.552,110.213
0,118.247,-152.939
0,131.711,-151.767
0.0236763,156.326,-131.659
0,57.9817,-40.9424
0.151129,87.2951,126.927
0,130.119,2.48132
0,105.074,-137.816
0.00589681,78.9266,-109.506
0,47.1254,-3.70935
0.281126,92.2212,-148.865
4.78567,104.743,176.332
0,47.2935,87.3849
0,37.8135,85.6466
0,136.356,28.7611
0.0194388,38.0922,138.188
263.453,45.4175,179.025
0.22722,117.229,147.418
0,134.812,50.291
0,68.1069,7.15482
0,107.268,114.928
0.0316947,107.03,-63.0364
0,46.2304,-15.3999
0,83.6502,138.416
0.11496,124.906,36.6454
1.15405,44.9471,40.7147
0,125.202,147.21
0.0459933,150.04,64.9787
0,108.153,161.179
0,133.162,-135.386
0,73.9083,-169.373
0.0885637,68.1961,-45.7421
0,99.1443,16.6612
0,149.869,-176.707
0.236343,161.997,35.8126
16.1918,116.297,27.3681
0,116.721,101.061
0.271993,52.8192,165.406
0.797411,117.243,-128.488
0.834187,55.4112,-141.93
0,127.159,-90.3367
0.324808,109.262,-42.101
0.621152,145.466,67.6352
0,104.384,109.734
0.0708679,41.9271,-130.423
0.72774,104.324,-114.496
0,94.1915,-152.777
0,126.029,78.2648
0,151.347,-9.16728
0.00866704,99.4797,-138.008
0,27.939,42.9123
0,93.1089,-64.1286
0,54.0259,-51.3956
0,81.9943,65.4524
0.224345,105.33,-21.8843
0,102.152,-21.2262
0.078837,73.0906,-28.2152
40.9879,104.835,16.4894
0,119.671,-68.3553
0.27082,130.054,-70.0794
0.920968,136.111,-102.903
0,81.7513,44.326
0,63.6877,-108.433
0,127.835,156.765
0,84.8332,-7.09245
0,5.07575,-5.22843
0.0882291,84.8619,-127.541
18.0935,112.591,130.444
0,128.732,6.45637
0,53.0119,-26.1022
0.153108,92.7668,-72.4116
0,89.9031,-23.4402
0,131.702,172.043
0.0304802,95.7087,69.1101
0,96.613,-15.1275
0,57.7763,-1.02765
0.0930536,66.6148,-151.581
1.10088,122.215,132.195
0,96.6191,-148.703
0,105.907,-26.3401
0.0828706,101.569,-146.04
0,95.4474,-38.7952
0,80.7806,-61.695
0,82.4316,-96.5858
0.0908401,100.57,103.563
0,97.09,34.9678
0,105.46,-20.42
0,84.1342,5.68376
0.0908525,112.952,-40.8037
0,53.9702,-44.1093
0.254766,127.712,-1.7961
0,65.8153,-135.381
0.119332,73.7892,-110.063
0,68.7539,21.6307
0.131118,97.8259,-169.856
2.01222,62.0773,-137.383
2.6485,81.7767,104.269
0,104.244,3.39179
0,157.127,79.916
0.286294,118.914,-105.504
0,137.435,63.3592
0,150.709,6.27209
0.15744,67.5594,175.982
0,64.39,-117.888
0.400931,36.1278,-136.674
0,80.7304,-0.660075
0.0888082,132.603,-69.5353
0,105.772,167.355
0,60.7249,-135.845
0.208691,68.9797,-159.353
0,42.8511,-40.9196
0.048751,81.3854,38.6522
0,75.981,117.14
0.15441,69.7655,56.3377
0,99.0684,94.7292
0,150.838,-142.065
0,35.7301,-92.8974
0,86.219,76.9703
0.130775,53.8863,53.7436
0,77.8216,-113.58
0,85.4936,-99.5545
0.0733482,122.744,-68.819
0,121.708,-153.214
0,139.82,-145.135
0.172119,116.774,-90.5807
1.7577,71.0763,-81.5804
0,151.605,70.0211
0,43.1586,67.9628
0,71.2144,-89.8562
0,65.0925,-138.97
0,51.638,-152.693
0,142.033,-144.78
0,154.945,-136.948
0.788128,24.3134,-139.217
38.2446,51.6801,-48.2745
0,113.969,69.4943
0.357956,116.804,104.661
0,82.025,-0.747106
0.666544,122.74,160.55
0,115.055,-107.733
0.550056,67.3698,32.5236
0,67.018,137.789
0,138.857,-62.6658
0.0441288,125.356,-146.765
0,12.0673,114.192
0.0164626,46.3142,-134.653
0,35.8856,120.216
0,100.445,30.0406
0,94.6148,-138.881
0,115.594,-126.605
0,74.0054,-132.267
0,48.6539,-163.176
0,44.3662,38.0605
0,102.549,23.1575
0,36.9481,-109.405
1.80561,127.702,43.6238
0,47.7764,-109.32
0.949309,49.4795,11.7845
0,109.525,-41.7536
0,80.1286,-120.275
0.142373,113.738,-33.1496
29.7301,91.0922,-24.5246
0,34.9427,-18.6589
0,67.307,118.968
0,117.425,25.447
0,101.476,-104.645
0,31.9464,-172.522
0,105.125,-45.9995
0,8.21639,15.1829
0,26.3706,46.2736
0.0995849,59.053,162.141
0,79.1859,49.0734
0,86.6688,-76.013
0,114.421,64.0114
0.0941796,62.5315,-92.3265
95.92,62.5317,-163.785
100.736,48.9829,33.9416
0.0534208,91.8013,78.5425
0.362259,123.992,-101.651
0,37.811,68.3617
0.128978,58.0232,-100.583
0,64.7432,67.9612
0.0683179,79.2541,-88.8325
0,49.627,178.51
0.270885,109.295,78.5934
0,59.6789,148.16
0.40277,26.8181,102.43
0,51.8979,97.6031
0,97.2182,-134.076
1.66594,91.5587,50.8872
0,106.338,-114.433
0,35.9852,16.8556
0,52.2945,-162.141
0,142.459,-85.2202
0.206867,67.5488,161.983
0,79.6303,-41.4375
0,67.8721,16.64
0.228301,150.287,37.851
0,141.46,22.501
0,158.497,86.2683
0,15.503,-125.742
0,109.687,107.394
0,126.032,-138.599
0,128.57,-61.6666
0.0979184,137.26,81.505
0,92.5633,91.8222
0.896784,20.9687,53.3135
0,27.0056,-136.127
0.268592,114.43,-121.55
0,47.9534,-46.5572
0,133.325,-87.7785
0.0909567,127.038,-58.891
0,15.4869,-139.771
0,155.484,32.2282
0,25.2399,-100.872
0,50.6271,1.24944
0,91.1259,-59.5323
0.309138,142.371,149.814
0,119.994,-119.674
0.333365,111.86,147.798
0,113.504,39.8598
0,118.004,-25.5214
0.0342309,111.48,69.2546
2.4044,146.872,14.8905
0,153.232,81.3622
0,60.9798,-59.8806
0,107.762,-155.888
0,103.663,-64.0592
0.353173,64.5925,-83.8868
0,111.829,-123.224
0.540405,63.6795,-39.0055
0,92.2443,-74.5014
0.110553,117.707,-26.4611
0,24.4936,168.293
0.450046,31.1594,-87.0421
0,64.8335,-87.0205
0.073366,153.235,-88.9795
0,34.9479,-22.45
0,110.489,116.578
0,144.822,34.2418
0,94.8638,-176.129
0.0166015,50.5141,-144.547
0,85.6984,15.1133
0,58.8041,-177.952
0,96.4194,-34.4247
0,158.516,4.97241
0,28.6031,-100.84
0,131.824,59.2105
0,154.253,18.2877
0.868748,129.012,-35.2466
0,79.315,-93.5509
0,113.689,-40.3013
0,72.0478,49.4305
0.0469255,151.547,7.54411
0,137.351,-35.8394
0,20.2932,-34.2713
0.0312923,143.774,-4.42202
0,136.531,92.093
0,68.2972,67.6305
0.0880291,94.9745,-43.4118
6.29395,133.145,-149.293
9.8844,76.0565,176.314
0,42.09,-39.6814
0,64.673,54.8408
0,116.878,15.1677
0.45999,93.1986,102.082
0,82.9329,80.4348
0,139.697,-16.1037
0,47.2349,98.9515
145.58,70.3897,-111.396
0,27.6752,121.664
0.335867,118.714,-170.601
0,22.1025,124.715
0,43.6024,2.7557
0,138.179,-163.377
0.170772,99.8166,-62.6796
0,21.056,-82.1567
0.0858504,159.19,-20.255
0,82.5984,-174.768
0.43049,61.6605,59.9264
1.12681,40.3343,-177.98
1.21376,78.9475,110.484
0,163.204,-7.91087
0,14.0765,0.683596
0.131574,98.1707,91.6961
1.56916,40.7533,131.568
0,58.3372,-25.9215
0.495401,36.8086,-174.917
0,150.392,-109.957
0,93.0323,117.648
0.0478743,68.3377,127.863
0,125.677,-136.025
0,95.9301,-145.522
0.0214175,76.046,121.272
3.88449,127.209,100.602
0,26.978,17.0212
0,40.7702,50.3844
0,32.2332,-162.134
0.123725,50.9861,160.712
0,79.3077,-83.2864
0,75.585,-15.4157
0.265979,110.776,147.053
0,37.4782,105.999
0,125.172,-43.8693
0.412959,61.8809,-179.92
0,146.571,-80.2728
0,46.7505,-96.3192
0.153931,115.679,-126.491
5.65513,61.0826,128.954
8.11976,38.7204,1.16902
10.6559,66.1351,29.823
28.5162,110.473,90.3027
0.0888201,81.8755,-31.8494
0,64.1461,-44.9817
0,58.4534,-173.667
0,122.517,-65.7164
0,83.8302,-89.9166
0,81.9622,133.161
0,123.396,-151.67
0,95.3853,-93.254
0.112962,72.8351,35.2184
0,54.2683,-134.609
0,109.43,175.746
0,97.0055,-4.80226
0,39.9209,81.344
0,123.297,-43.2778
0,83.8216,120.896
0,128.71,8.85004
0,141.487,-167.521
0,104.773,-146.282
0,139.737,-93.6286
0,111.393,174.783
0,49.9632,-28.3493
0,53.1833,-65.9579
0,126.871,52.9699
0,35.8749,-88.9142
0,68.6735,93.722
0,157.392,13.386
0,88.7728,23.3251
0.0623973,126.581,-61.837
0,94.57,-175.909
0.128281,117.4,-134.857
1.83392,76.6127,-175.954
108.744,43.6971,-173.604
0,22.2509,75.7715
0,124.484,-109.926
0,118.704,-8.77508
0,123.046,-30.052
0,103.237,-17.0922
0.156522,66.7828,-13.4493
0,57.1404,32.6702
0.498328,130.526,67.1892
1.45574,56.0418,50.4067
1.62234,115.392,170.545
2.77712,105.024,112.908
0,62.799,-130.205
0,46.8663,167.941
0,82.7537,71.0414
0.0558,69.8144,-22.7301
0,85.9239,0.356025
0.350326,104.042,85.5816
0,10.7211,85.8675
0.542398,78.6983,43.8861
4.32009,126.135,40.8115
0,145.498,-123.688
0,169.078,-19.0759
0.460644,92.1682,-15.2115
0,76.5349,-103.15
0,47.3805,3.49759
0.0422214,73.481,21.3893
43.7951,64.7986,122.204
0,56.5104,-140.881
0.0361228,60.3138,-105.135
0,151.31,-104.345
0.190064,159.221,70.405
0,134.964,-8.32494
0,87.6114,-112.456
0,144.251,93.8631
0,68.4353,26.5229
0.155081,88.3345,-44.906
0,83.2499,166.5
0,86.759,100.689
0.0649667,75.6783,-110.785
0,90.8101,-75.3651
0,46.45,-170.871
0.0878692,83.7817,53.82
0,95.8856,157.923
0.63682,42.3885,-137.486
2.47951,79.6579,-155.984
0,91.5755,116.326
0.111996,107.65,-128.969
0,173.674,-143.474
0,147.615,85.7599
0.074178,139.072,-106.573
0,55.9735,106.48
0,135.31,-109.147
0.278194,82.0888,-133.264
0,56.0429,85.562
0,87.5939,35.7904
0.0328572,52.9348,-34.4716
0,133.412,-57.3692
0.557596,121.495,19.5793
0,145.716,-141.053
0.987634,134.962,128.347
6.27723,69.1475,175.344
6.98917,137.156,53.5045
8.30401,97.8956,86.4371
0,38.9992,-161.127
0,60.0149,-131.687
0,141.166,-38.4217
0.272828,150.395,-179.983
0,62.5735,99.9663
0,74.0667,163.359
0,50.3008,-101.847
0,69.5053,-145.564
0.0356724,100.355,176.461
11.2651,74.7889,44.8843
11.5174,90.6634,-73.3434
0,36.7248,-70.4105
0,127.258,139.999
0,24.7177,-100.942
0,61.8452,-106.363
0,105.679,-44.1485
0,109.312,21.9899
0.0684353,105.978,-52.369
0,113.498,-143.922
0,77.5232,25.1147
0,101.452,-57.0679
0.0510387,59.142,-48.318
0,147.723,-83.171
0.126214,99.057,41.7925
18.7144,54.0694,1.45587
0,35.6713,141.783
0,78.0061,160.085
0,100.656,-20.6998
0.0618562,118.392,123.809
0,25.2171,-11.0513
0.0464792,114.978,139.613
0,84.2411,162.396
0,152.918,138.786
43.5077,55.6384,-134.604
0,76.0713,114.462
0.0471343,76.2696,97.9153
1.10806,95.0664,-145.222
0,66.7458,123.843
0,47.382,-63.0667
0.100234,96.1056,-170.072
0,73.2122,115.492
0.102034,137.052,-57.4103
0.870839,44.4977,-139.981
38.6218,55.3745,64.826
0.321751,91.5635,-97.5871
0,43.6697,70.445
0,173.147,81.9228
0.100176,97.1835,17.1662
2.08921,60.0135,-13.1358
0,131.474,67.8795
0,161.828,22.1261
0.0260119,100.668,-86.85
0,99.7038,178.963
0,118.648,142.602
0.122608,92.0652,-156.048
0,150.561,-65.8586
0,91.8954,-101.138
0,131.307,8.88851
0,138.466,-142.271
0,114.568,117.802
0,41.1731,-87.4052
0,75.8833,147.232
0.0541289,69.8461,-127.666
0,76.0852,-130.783
0,102.529,-73.6906
0,107.118,-162.429
0,64.1392,164.352
0,121.916,-82.4841
0.132366,63.4618,107.264
0,102.26,-38.6128
0,150.569,-87.3559
0.0400635,112.537,-77.291
0,154.599,95.3272
0,97.3766,171.264
0.210692,98.8464,122.997
2.83841,58.6058,-50.8994
3.751,115.478,-72.7511
0,76.9225,55.2708
0,58.9802,140.41
0,2.52181,-90.1324
0,74.2185,114.144
0,72.6926,-13.755
0,69.0766,-71.8347
0,117.87,131.56
0,125.292,58.7837
0,107.089,-150.558
0,156.691,-78.7969
0,79.1022,-103.013
0,19.0652,114.476
0.178755,74.0409,-151.451
0,113.427,-111.039
1.56055,151.131,141.592
0,127.484,-51.3142
0.328115,28.3004,-56.3651
0,28.4107,-114.787
0.0811909,64.021,13.6377
0,78.9474,-172.181
0,91.747,-25.2675
0,88.6782,8.90741
0,55.0973,27.0508
0,77.0026,-6.93392
30.0431,89.0203,-119.825
0,27.693,92.9518
0,67.255,82.3894
0,79.4272,152.053
0,40.0832,-32.8801
0.066656,47.152,7.0933
0,128.046,121.019
0,107.976,-37.5388
0,26.4731,-98.42
0.0828967,152.68,106.162
0,152.63,35.6672
0.0619278,79.971,92.9838
0,108.732,151.013
0.451094,95.8575,-151.759
209.699,77.5001,-14.4153
0,132.633,-152.455
0,72.5372,93.7134
0,75.702,-66.7353
0.865077,65.5045,154.29
0,115.756,48.2188
0,130.11,50.1383
0.0178239,90.6025,84.5838
0,95.24,10.4111
0,25.0478,-153.675
0,18.1454,148.848
0,98.186,141.479
0,138.052,20.4155
0,46.8765,-41.464
0,52.9867,112.674
0.092038,143.016,49.444
0,70.9985,154.157
0,42.6424,-120.836
0,122.081,-86.3521
0,34.8935,-30.1819
0.0710958,82.5735,-19.1468
0,55.5421,44.1153
0.156157,102.843,98.4667
1.09892,136.242,-79.5092
0,106.268,13.747
0.280151,122.214,145.044
0,96.3521,108.006
0.519706,88.3204,111.353
0,86.203,168.482
0,128.67,-97.6542
0.228358,86.0508,-85.5676
0,157.941,116.35
0.544617,110.94,-6.79912
0,121.918,-94.535
0.367972,70.8048,-78.8243
0,145.379,40.5614
0,117.839,-25.5893
0.284947,53.811,31.1903
3.79379,77.0982,-25.0444
3.86352,109.296,22.861
0,74.073,-18.3493
0,82.674,-66.9443
0,133.388,-101.528
0.080516,42.885,-76.6778
0,30.1198,-43.6181
0,5.79052,-91.1802
0.0887149,74.6899,-134.053
0,73.4879,0.219573
0,105.697,-81.2434
0,18.2411,-113.17
0,107.439,94.3583
0,128.322,93.5991
0,51.7283,-26.4378
0,117.543,91.3738
0.0522078,111.264,56.3125
0,130.958,-81.2883
0.137097,42.992,-174.046
0,134.769,-67.1739
0,110.305,-26.4826
0,157.738,-100.611
0,76.1915,66.9751
0.0969917,41.8397,-50.2
29.4073,117.915,-177.504
0,59.8083,41.1492
0.395361,69.4345,-10.7329
0,111.058,-144.951
0.0707034,67.0138,-40.8485
0,23.0378,-16.5492
0,144.516,50.378
0,142.975,-10.8899
0,31.0741,137.628
0,110.402,-146.991
0.0300174,137.954,89.7931
0,33.9503,163.695
0,123.504,19.5663
0.133323,67.1198,-113.514
0,91.5887,-152.222
12.3364,102.946,-103.136
71.6572,89.2866,-165.311
0,114.125,-1.2839
0,129.551,93.2195
0,125.515,111.816
0,72.3233,-12.9562
0.0221589,54.1515,-39.4535
0,125.252,-62.4036
0.204976,72.2696,-168.761
0,98.3705,125.106
0,101.424,103.976
0,42.4807,-22.4569
0,100.696,-91.6926
0,37.2423,172.543
0.0414971,116.125,-51.3126
0,100.132,-171.57
0.206976,127.462,141.361
0,117.524,37.0181
0,137.342,-44.9139
0,24.0509,89.7848
0,95.5695,-33.9875
0,41.9278,66.6994
0,84.7329,121.174
0,99.7913,-176.055
0,92.2226,-72.2135
0.0576598,56.9755,70.698
0,22.2243,-120.155
0,50.1853,-170.598
0.0961915,53.6117,172.839
0,45.9436,99.8855
0,60.8257,30.3598
0,105.44,-51.0257
0,37.1741,174.196
0.23392,18.0126,-15.1157
0,154.261,155.666
1.05038,132.199,92.3998
6.43208,139.195,133.502
0,85.7448,125.423
0,72.8628,-55.6499
0.0529624,128.485,127.15
0,51.6386,-69.9586
0.0949094,113.72,-53.7028
0,88.1055,19.0644
0,56.4999,-144.29
0.0426889,140.881,-103.374
0,114.432,112.372
0,87.4049,-157.403
0,57.0746,14.3597
0.37575,68.9752,-147.096
0,116.941,-150.034
0,98.2684,14.2433
0,39.612,116.4
0,53.997,10.1996
1.49862,77.5494,157.975
0,70.7132,-0.743112
0.0902526,96.6311,-142.53
0,64.7287,-0.853668
0.583472,164.953,17.9262
0,118.553,-79.7681
0.0792593,74.8979,-152.284
0,81.2023,-18.2603
0.0577975,71.6626,-144.144
0,23.4714,-87.7982
0,101.915,3.58956
0.176667,110.223,-82.5633
0,110.033,159.86
0.331078,115.885,-74.9557
0,76.5164,157.59
0,144.203,178.647
0,63.275,-105.246
0,122.563,-87.0379
0,106.818,-59.694
0.0736984,83.6567,-9.22951
0,53.1813,35.6103
0,64.8109,-117.335
0,48.6865,-178.849
0.0251186,125.529,-172.613
0,76.1798,-6.1052
0.233174,114.695,175.814
0.734725,83.8865,-137.196
0,75.4556,164.805
0,149.86,164.865
0.09005,113.25,134.433
0.176421,144.399,-105.884
0.290626,154.026,-122.269
0,95.8798,98.2604
0.064045,124.584,105.247
0,104.884,-171.249
0,125.775,128.358
0.0989708,111.783,84.4284
0,106.793,-56.4743
0,156.239,163.866
0.0617959,41.4123,-39.1162
0,91.0206,-115.543
0,52.2129,-85.4797
0.112743,136.802,121.856
3.02979,140.905,-2.25199
0,33.636,133.403
1.07263,115.978,153.384
4.93732,89.7579,10.4583
5.79604,156.972,-11.606
0,84.8219,-126.976
0.809086,124.127,-158.272
8.26441,74.9081,163.407
0,89.2737,-54.1498
0,65.9259,126.76
0,150.221,17.7278
0,98.1886,26.5235
0.0339924,124.969,-0.612459
8.47268,130.045,72.8216
0,42.7436,-77.8291
0,72.5653,-119.756
0.0950392,120.189,155.444
0,88.7644,-5.90652
0.130006,93.8518,-53.4803
0,108.004,20.5798
0.185482,38.3159,-141.942
0,161.709,91.1101
0,100.191,-118.045
0.424941,27.7285,-169.583
1.3923,66.6267,68.3077
1.95174,139.219,-16.7563
0,57.4513,-80.1622
0,23.0029,-158.063
0.243245,71.8778,-55.7586
2.32589,103.162,165.608
0,44.9251,-83.6159
0,30.6976,96.2891
0,82.2672,75.9827
0.22263,60.8167,59.5966
0,161.497,-35.9268
0,80.1238,48.9082
0.201241,104.509,-102.966
6.62638,53.9421,-139.444
0,81.4945,23.5682
0,123.973,104.478
0.154944,54.7649,165.375
0,58.1722,46.86
0,141.578,-108.654
0,101.603,-38.2171
0,55.5071,112.661
0.0148044,43.8265,10.651
0,125.366,56.2327
0,127.239,116.178
1.05244,162.781,-128.685
0,79.2728,71.6605
0.0636033,54.6112,-47.6178
2.40692,51.8691,42.8014
0,93.2272,126.818
0,41.2625,78.3612
0,107.103,-162.715
0.0762235,118.623,-145.934
1.82661,51.9867,118.634
0,97.3396,138.22
0,76.2468,-57.6118
0.0655066,74.5258,-178.264
0,170.095,-72.9885
0.180224,64.4981,-120.346
1.2757,66.1628,27.9962
0,126.168,125.787
0,93.4186,162.178
0.0396484,50.0527,-115.064
0,117.299,-69.3616
0,136.268,57.8367
0,93.0138,27.1009
0,31.3487,-70.9681
0.693237,110.065,-115.46
0,112.898,-46.2458
0,75.6996,-157.266
0,39.9703,48.4879
0,75.8026,139.825
0,146.261,-46.2122
0.0430476,65.1394,10.5738
0,93.6521,145.237
0,94.0014,-34.3233
0,58.5252,101.384
0.0881201,122.691,146.686
0,73.2911,-153.66
0,73.3317,-51.4939
0,61.4184,-6.45679
0,122.712,26.4718
0,62.0054,-73.7739
0.256329,88.9105,-31.0384
0,55.6679,34.5142
2.13885,86.2052,155.697
8.78765,78.1894,130.504
0,65.7368,-134.558
0.213462,94.8641,-95.6424
0,118.791,-104.292
0.450978,48.3262,-119.393
0,121.096,136.508
0.160765,143.184,-127.285
0,67.8507,-70.3914
0,24.2409,-89.9854
0.106157,143.903,-52.4671
0,80.5578,-163.89
0,113.221,101.306
0.0428366,71.62,-142.017
0,66.6152,-72.4804
0.187238,77.9929,-160.006
0,57.1924,-174.606
0.367003,59.0626,172.544
0,40.7097,-152.299
0,137.016,-156.856
0,114.51,-0.831746
0.0112696,78.1607,-57.1584
0,101.891,-120.498
0,63.6548,117.031
0.122809,60.4898,164.482
0,41.9048,-8.94541
0,63.4419,45.2513
0,52.7389,-113.845
0.459535,80.0515,167.944
0,8.51675,-150.142
0,55.1353,155.499
0,159.514,77.9955
0,59.2732,171.021
0,55.6554,150.508
